Time,Amplitude
0.0,1.0905638759432192
0.0010000166669444492,1.0860857546044662
0.0020000333338888983,1.07579348210142
0.0030000500008333475,1.0596042623868918
0.004000066667777797,1.037590450365517
0.005000083334722245,1.0101656247531305
0.006000100001666695,0.9777460416894364
0.0070001166686111446,0.940748909476476
0.008000133335555593,0.8995923885786292
0.009000150002500042,0.8546955916226124
0.01000016666944449,0.8064785833974808
0.011000183336388941,0.7553689292744209
0.01200020000333339,0.7018214586231935
0.013000216670277839,0.6462985606073478
0.014000233337222289,0.5892635765527925
0.015000250004166738,0.531180799947774
0.016000266671111187,0.4725154764428759
0.017000283338055637,0.4137338038510199
0.018000300005000084,0.3553029321474647
0.019000316671944534,0.297690963469807
0.02000033333888898,0.24136695211798068
0.021000350005833432,0.18680075953132005
0.022000366672777882,0.13438366093748927
0.02300038333972233,0.08430076257292192
0.02400040000666678,0.03670695240258697
0.02500041667361123,-0.008258767758777574
0.026000433340555677,-0.05047331437924759
0.027000450007500128,-0.08982952220971334
0.028000466674444578,-0.126236144283879
0.029000483341389025,-0.15961785191826258
0.030000500008333476,-0.18991523471219618
0.031000516675277923,-0.2170984945262651
0.03200053334222237,-0.24120927204024417
0.033000550009166824,-0.26231919503008533
0.034000566676111274,-0.2805158095558206
0.03500058334305572,-0.29590257996029556
0.03600060001000017,-0.30859888886916975
0.03700061667694462,-0.3187400371909172
0.03800063334388907,-0.3264772441168257
0.03900065001083352,-0.3319776471209969
0.04000066667777796,-0.33542430196034684
0.04100068334472241,-0.3369945166834345
0.042000700011666864,-0.33679327928331926
0.043000716678611314,-0.3349190357340355
0.044000733345555765,-0.3314861502876642
0.045000750012500215,-0.3266249054791001
0.04600076667944466,-0.3204815021260525
0.04700078334638911,-0.3132180593290442
0.04800080001333356,-0.3049984280794497
0.04900081668027801,-0.29588320067993734
0.05000083334722246,-0.2859501761416344
0.051000850014166904,-0.27529659848731286
0.052000866681111355,-0.26407328924950757
0.053000883348055805,-0.25243807808348334
0.054000900015000255,-0.24053980502532732
0.055000916681944706,-0.22851832048534676
0.056000933348889156,-0.21650448524806873
