Time	Amplitude
0.0	0.059129850496119116
0.0010000166669444492	0.0926977124356467
0.0020000333338888983	0.04858602703088789
0.0030000500008333475	0.12414721835265263
0.004000066667777797	0.1313481859166295
0.005000083334722245	0.06394631956919504
0.006000100001666695	0.08617791657966828
0.0070001166686111446	0.10512999597683698
0.008000133335555593	0.04835127437052762
0.009000150002500042	0.0469475140559171
0.01000016666944449	0.053568720628513256
0.011000183336388941	0.02068793708750388
0.01200020000333339	0.13440154928268688
0.013000216670277839	0.09901681133669529
0.014000233337222289	0.08153136882245063
0.015000250004166738	0.0720390407486722
0.016000266671111187	0.0978827144414406
0.017000283338055637	0.054159698713079005
0.018000300005000084	0.12183869016493604
0.019000316671944534	0.02729430359340773
0.02000033333888898	0.048111229898520416
0.021000350005833432	0.13185218064834314
0.022000366672777882	0.07845724701863899
0.02300038333972233	0.1136168434319413
0.02400040000666678	0.13909146629995678
0.02500041667361123	0.07317815794046989
0.026000433340555677	0.04780269346589168
0.027000450007500128	0.09346628815307768
0.028000466674444578	0.1145829379666467
0.029000483341389025	0.12175472262001368
0.030000500008333476	0.1146114570574247
0.031000516675277923	0.093311456449643
0.03200053334222237	0.09488758034216621
0.033000550009166824	0.07479602379264448
0.034000566676111274	0.054829236281419134
0.03500058334305572	0.018674625744161805
0.03600060001000017	0.08475550051994052
0.03700061667694462	0.08453802896181363
0.03800063334388907	0.07216680459489719
0.03900065001083352	0.13315092095074507
0.04000066667777796	0.08645849816554686
0.04100068334472241	0.0443499086551702
0.042000700011666864	0.13096838269201502
0.043000716678611314	0.09522610009285493
0.044000733345555765	0.09137786179322024
0.045000750012500215	0.00986441816495567
0.04600076667944466	0.11681989659749184
0.04700078334638911	0.1284228991002409
0.04800080001333356	0.07089614357876126
0.04900081668027801	0.09479910628063488
0.05000083334722246	0.1261365953434419
0.051000850014166904	0.09989830594935242
0.052000866681111355	0.11435823436493253
0.053000883348055805	0.0742386866987869
0.054000900015000255	0.06993038857585625
0.055000916681944706	0.045920348030638776
0.056000933348889156	0.10533477098331923
0.0570009500158336	0.12002553303291051
0.05800096668277805	0.05691015922357283
0.0590009833497225	0.030387735652720575
0.06000100001666695	0.07740070536652942
0.0610010166836114	0.05262783854337814
0.062001033350555845	0.07332065939499581
0.0630010500175003	0.1180174359126241
0.06400106668444475	0.06279062469668198
0.0650010833513892	0.0778135969255153
0.06600110001833365	0.12506411999365558
0.0670011166852781	0.039880050877771016
0.06800113335222255	0.04907933865186227
0.069001150019167	0.1217494481565934
0.07000116668611144	0.0484753548079137
0.07100118335305589	0.1297529702600866
0.07200120002000034	0.05602877274814111
0.07300121668694479	0.05092732088565623
0.07400123335388924	0.06990611189519347
0.07500125002083369	0.11048652402337686
0.07600126668777814	0.051381044336556894
0.07700128335472259	0.11119613174381517
0.07800130002166704	0.1243434294291648
0.07900131668861149	0.10983295221069017
0.08000133335555593	0.05320187143947948
0.08100135002250038	0.11103750533133991
0.08200136668944483	0.079725513757954
0.08300138335638928	0.09570058280787125
0.08400140002333373	0.0947304095206461
0.08500141669027818	0.0825041109751885
0.08600143335722263	0.09414166357530815
0.08700145002416708	0.09499084770326828
0.08800146669111153	0.08420175098413549
0.08900148335805598	0.026504789398868543
0.09000150002500043	0.061967905005158364
0.09100151669194487	0.08516915616425282
0.09200153335888932	0.07117809208589031
0.09300155002583377	0.09336951097766213
0.09400156669277822	0.12340202942867362
0.09500158335972267	0.13112611583129158
0.09600160002666712	0.08756667330276334
0.09700161669361157	0.07942011031600954
0.09800163336055602	0.10544323488921133
0.09900165002750047	0.11109460090847843
0.10000166669444492	0.07858539712536834
0.10100168336138937	0.07651479097179448
0.10200170002833381	0.06764807845746296
0.10300171669527826	0.10354084997583309
0.10400173336222271	0.042288422580135196
0.10500175002916716	0.11730012326622528
0.10600176669611161	0.07955571734377548
0.10700178336305606	0.08551922390300545
0.10800180003000051	0.03711123354429613
0.10900181669694496	0.055831962523300464
0.11000183336388941	0.1343955173099955
0.11100185003083386	0.1344983856282023
0.11200186669777831	0.05024166098431621
0.11300188336472275	0.10031607963930761
0.1140019000316672	0.10337396891999491
0.11500191669861165	0.03866988618419031
0.1160019333655561	0.08758839404856492
0.11700195003250055	0.04302810049121486
0.118001966699445	0.11454547723668751
0.11900198336638945	0.09932505977285054
0.1200020000333339	0.09924869787186831
0.12100201670027835	0.09659303698763268
0.1220020333672228	0.10313520337487359
0.12300205003416724	0.11636921740236328
0.12400206670111169	0.03667008729386029
0.12500208336805615	0.07260488388733663
0.1260021000350006	0.035493975899589664
0.12700211670194506	0.04023707937412852
