Time,Amplitude
0.0,-3.6909239225373796e-07
0.021739130434782608,-1.0814226565787778e-06
0.043478260869565216,-8.17257690084954e-07
0.06521739130434782,5.8566631565512523e-08
0.08695652173913043,-7.595907386784713e-07
0.10869565217391304,-1.2025711484251899e-06
0.13043478260869565,-7.507894045131174e-07
0.15217391304347827,-5.033794739511706e-07
0.17391304347826086,-2.256320634346481e-07
0.19565217391304346,7.271627756067595e-10
0.21739130434782608,-3.558742803755144e-07
0.2391304347826087,-1.2454795414859885e-06
0.2608695652173913,-5.3833176763161094e-08
0.2826086956521739,-3.615648955811088e-07
0.30434782608695654,-7.579928587706093e-07
0.32608695652173914,1.322095618351871e-07
0.34782608695652173,6.633825893514428e-07
0.3695652173913043,1.3200982989700825e-07
0.3913043478260869,-4.7666073591414787e-07
0.41304347826086957,-1.4349632633152366e-07
0.43478260869565216,3.01460829480339e-07
0.45652173913043476,-6.900142891152841e-07
0.4782608695652174,-7.790486347004305e-08
0.5,9.300478836546828e-07
0.5217391304347826,1.0783483836697102e-06
0.5434782608695652,-6.891390527437517e-07
0.5652173913043478,2.2487266467156153e-07
0.5869565217391304,7.67863907227065e-08
0.6086956521739131,8.500387330761593e-07
0.6304347826086957,-3.732713325099273e-08
0.6521739130434783,-3.059982113645274e-07
0.6739130434782609,-6.056053111317104e-08
0.6956521739130435,2.7690359057621174e-07
0.717391304347826,-6.372877484108452e-07
0.7391304347826086,5.792662770117644e-09
0.7608695652173912,2.4825829227873964e-08
0.7826086956521738,4.5037544263564886e-08
0.8043478260869565,-1.296182779518559e-06
0.8260869565217391,1.2412439927273254e-06
0.8478260869565217,-4.344784395131621e-07
0.8695652173913043,-2.581379806025016e-07
0.8913043478260869,2.9664027204110214e-07
0.9130434782608695,1.2519022318789593e-06
0.9347826086956521,-3.13334698942244e-07
0.9565217391304348,-3.1892767169261173e-07
0.9782608695652174,2.536615860596335e-07
1.0,-3.059820094603328e-07
1.0217391304347825,4.423387568219685e-07
1.0434782608695652,1.9823081038247955e-07
1.065217391304348,1.2278363661992968e-06
1.0869565217391304,9.444485691255372e-08
1.108695652173913,9.742172116713138e-07
1.1304347826086956,-6.676570941586165e-07
1.1521739130434783,-6.217731157550685e-07
1.1739130434782608,5.6933230222168634e-08
1.1956521739130435,-5.283783382354614e-07
1.2173913043478262,1.4200735665348788e-07
